epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_contrastive_loss,val_contrastive_loss,learning_rate,contrastive_weight
39,0.5611437963587897,0.5286402702331543,100.0,100.0,0.03977326609726463,0.0,2.5e-05,0.1
40,0.5661033349377769,0.5441882312297821,99.6590909090909,99.0909090909091,0.033685210293957164,0.0,2.5e-05,0.1
41,0.5522554261343819,0.5207951217889786,100.0,100.0,0.033736640720495155,0.0,2.5e-05,0.1
42,0.5642449749367577,0.5256818383932114,99.77272727272727,100.0,0.02525943803734013,0.0,2.5e-05,0.1
43,0.5525267762797219,0.5153252333402634,99.88636363636364,100.0,0.02749608869531325,0.0,2.5e-05,0.1
44,0.5571825823613575,0.5176711976528168,99.77272727272727,100.0,0.026208254708243266,0.0,2.5e-05,0.1
45,0.5537433390106473,0.5183005630970001,99.77272727272727,100.0,0.02851750355746065,0.0,2.5e-05,0.1
46,0.5503207679305758,0.520721897482872,100.0,100.0,0.02309263437720282,0.0,2.5e-05,0.1
47,0.5614780762365886,0.51771579682827,99.54545454545455,100.0,0.024636097584984133,0.0,2.5e-05,0.1
48,0.5582358900989804,0.519984170794487,99.77272727272727,100.0,0.025634725711175373,0.0,2.5e-05,0.1
49,0.5506454365594047,0.5729808062314987,100.0,98.18181818181819,0.023969072183328017,0.0,2.5e-05,0.1
50,0.5465365414108548,0.5148041248321533,100.0,100.0,0.029621191256280457,0.0,2.5e-05,0.1
51,0.5477662341935294,0.5174582898616791,100.0,100.0,0.02906804984169347,0.0,2.5e-05,0.1
52,0.5456285689558301,0.5157329738140106,100.0,100.0,0.02253599331847259,0.0,2.5e-05,0.1
53,0.5468510921512332,0.519485130906105,100.0,100.0,0.0230983185714909,0.0,2.5e-05,0.1
54,0.5447652190923691,0.5167943090200424,100.0,100.0,0.021940972123827254,0.0,2.5e-05,0.1
55,0.5495871028729847,0.5172585994005203,100.0,100.0,0.020939818982567106,0.0,2.5e-05,0.1
56,0.5454763684953962,0.5172396004199982,100.0,100.0,0.02241713593580893,0.0,2.5e-05,0.1
57,0.5445326800857272,0.5143662244081497,100.0,100.0,0.02315678134826677,0.0,2.5e-05,0.1
58,0.5423925199678966,0.5189055651426315,100.0,100.0,0.020484410658744828,0.0,2.5e-05,0.1
